,Tarih,Şimdi,dolar,petrol
1288,2017-09-02,145.321,"3,6831","53,00"
1289,2017-08-02,147.97299999999998,"3,7178","52,34"
1290,2017-07-02,148.282,"3,7451","52,17"
1291,2017-06-02,146.255,"3,6839","53,01"
1292,2017-05-02,145.466,,
1293,2017-03-02,144.909,"3,6976","53,83"
1294,2017-02-02,146.028,"3,7371","53,54"
1295,2017-01-02,146.775,"3,7705","53,88"
1296,2017-01-31,147.012,"3,7734","52,81"
1297,2017-01-30,145.373,"3,7818","52,63"
1298,2017-01-29,148.559,,
1299,2017-01-27,148.211,"3,8775","53,17"
1300,2017-01-26,147.539,"3,8440","53,78"
1301,2017-01-25,147.987,"3,8313","52,75"
1302,2017-01-24,147.10299999999998,"3,7833","53,18"
1303,2017-01-23,147.005,"3,7573","52,75"
1304,2017-01-22,147.394,,
1305,2017-01-20,146.518,"3,7655","52,42"
1306,2017-01-19,148.179,"3,8273","51,37"
1307,2017-01-18,147.278,"3,7966","51,08"
1308,2017-01-17,146.988,"3,7610","52,48"
1309,2017-01-16,147.44799999999998,"3,8042","52,52"
1310,2017-01-15,144.683,,"52,45"
1311,2017-01-13,143.40200000000002,"3,7230","52,37"
1312,2017-12-01,144.81,"3,7597","53,01"
1313,2017-11-01,148.678,"3,8647","52,25"
1314,2017-10-01,144.879,"3,7885","50,82"
1315,2017-09-01,141.21200000000002,"3,7129","51,96"
1316,2017-08-01,137.505,,
1317,2017-06-01,137.393,"3,6445","53,99"
1318,2017-05-01,136.466,"3,5927","53,76"
1319,2017-04-01,133.865,"3,5713","53,26"
1320,2017-03-01,133.668,"3,5944","52,33"
1321,2017-02-01,131.077,"3,5445","54,03"
1322,2016-12-30,130.679,"3,5277","53,72"
1323,2016-12-29,131.244,"3,5230","53,77"
1324,2016-12-28,129.958,"3,5400","54,06"
1325,2016-12-27,129.043,"3,5214","53,90"
1326,2016-12-26,127.988,"3,5118","53,19"
1327,2016-12-23,128.135,"3,5169","53,02"
1328,2016-12-22,127.416,"3,5114","52,95"
1329,2016-12-21,127.647,"3,5089","52,49"
1330,2016-12-20,128.224,"3,5275","52,23"
1331,2016-12-19,129.38,"3,5331","52,12"
1332,2016-12-18,127.791,,
1333,2016-12-16,127.92200000000001,"3,5068","51,90"
1334,2016-12-15,127.281,"3,5119","50,90"
1335,2016-12-14,129.97799999999998,"3,5323","51,04"
1336,2016-12-13,130.025,"3,4898","52,98"
1337,2016-12-12,129.893,"3,4688","52,83"
1338,2016-11-12,130.83100000000002,,
1339,2016-09-12,129.719,"3,4869","51,50"
1340,2016-08-12,129.946,"3,4433","50,84"
1341,2016-07-12,128.058,"3,3902","49,77"
1342,2016-06-12,129.564,"3,4456","50,93"
1343,2016-05-12,132.585,"3,5231","51,79"
1344,2016-04-12,134.546,,
1345,2016-02-12,133.127,"3,5190","51,68"
1346,2016-01-12,132.093,"3,5037","51,06"
1347,2016-11-30,129.556,"3,4370","49,44"
1348,2016-11-29,130.359,"3,4088","45,23"
1349,2016-11-28,131.067,"3,4148","47,08"
1350,2016-11-27,131.762,,
1351,2016-11-25,131.124,"3,4467","46,06"
1352,2016-11-24,132.125,"3,4455","47,98"
1353,2016-11-23,129.94899999999998,"3,3941","47,96"
1354,2016-11-22,131.94799999999998,"3,3844","48,03"
1355,2016-11-21,131.303,"3,3616","47,49"
1356,2016-11-20,131.07399999999998,,
1357,2016-11-18,130.81,"3,3753","45,69"
1358,2016-11-17,131.865,"3,3706","45,42"
1359,2016-11-16,130.955,"3,3234","45,57"
1360,2016-11-15,129.779,"3,2906","45,81"
1361,2016-11-14,129.47799999999998,"3,2900","43,32"
1362,2016-11-13,128.275,,
1363,2016-11-11,128.293,"3,2522","43,41"
1364,2016-10-11,131.737,"3,2509","44,66"
1365,2016-09-11,131.731,"3,2099","45,27"
1366,2016-08-11,129.535,"3,1550","44,98"
1367,2016-07-11,130.66899999999998,"3,1681","44,89"
1368,2016-06-11,130.675,,
1369,2016-04-11,132.44,"3,1569","44,07"
1370,2016-03-11,130.451,"3,1101","44,66"
1371,2016-02-11,130.0,"3,1138","45,34"
1372,2016-01-11,128.966,"3,1116","46,67"
1373,2016-10-31,127.068,"3,0939","46,86"
1374,2016-10-30,127.867,,
1375,2016-10-28,127.465,"3,1069","48,70"
1376,2016-10-27,127.042,"3,1138","49,72"
1377,2016-10-26,125.50200000000001,"3,0813","49,18"
1378,2016-10-25,125.84700000000001,"3,0711","49,96"
1379,2016-10-24,125.221,"3,0760","50,52"
1380,2016-10-23,125.464,,
1381,2016-10-21,125.395,"3,0814","50,85"
1382,2016-10-20,124.505,"3,0601","50,43"
1383,2016-10-19,124.969,"3,0616","51,60"
1384,2016-10-18,125.775,"3,0953","50,29"
1385,2016-10-17,125.01700000000001,"3,0960","49,94"
1386,2016-10-16,124.626,,
1387,2016-10-14,124.288,"3,0905","50,35"
1388,2016-10-13,124.711,"3,0858","50,44"
1389,2016-12-10,124.441,"3,0853","50,18"
1390,2016-11-10,124.35700000000001,"3,0840","50,79"
1391,2016-10-10,124.274,"3,0718","51,35"
1392,2016-09-10,123.587,,
1393,2016-07-10,123.29799999999999,"3,0510","49,81"
1394,2016-06-10,122.837,"3,0397","50,44"
1395,2016-05-10,124.609,"3,0516","49,83"
1396,2016-04-10,124.794,"3,0578","48,69"
1397,2016-03-10,127.42200000000001,"3,0188","48,81"
1398,2016-02-10,127.0,,
1399,2016-09-30,126.98899999999999,"2,9992","48,24"
1400,2016-09-29,127.459,"2,9997","47,83"
1401,2016-09-28,126.774,"2,9798","47,05"
1402,2016-09-27,126.87299999999999,"2,9746","44,67"
1403,2016-09-26,128.214,"2,9810","45,93"
1404,2016-09-25,128.637,,
1405,2016-09-23,127.522,"2,9672","44,48"
1406,2016-09-22,126.51700000000001,"2,9440","46,32"
1407,2016-09-21,126.70100000000001,"2,9551","45,34"
1408,2016-09-20,125.971,"2,9782","43,44"
1409,2016-09-19,125.75399999999999,"2,9771","43,30"
1410,2016-09-18,125.581,,
1411,2016-09-16,125.555,"2,9809","43,03"
1412,2016-09-15,125.677,"2,9687","43,91"
1413,2016-09-14,126.773,"2,9794","43,58"
1414,2016-09-13,126.76100000000001,"2,9846","44,90"
1415,2016-12-09,127.03399999999999,"2,9675","46,29"
1416,2016-11-09,126.941,,
1417,2016-09-09,126.786,"2,9630","45,88"
1418,2016-08-09,127.031,"2,9512","47,62"
1419,2016-07-09,126.85700000000001,"2,9364","45,50"
1420,2016-06-09,126.79799999999999,"2,9224","44,83"
1421,2016-05-09,125.73899999999999,"2,9457","45,07"
1422,2016-04-09,125.51700000000001,,"44,11"
1423,2016-02-09,125.70200000000001,"2,9509","44,44"
1424,2016-01-09,125.195,"2,9612","43,16"
1425,2016-08-31,124.55799999999999,"2,9580","44,70"
1426,2016-08-30,125.04700000000001,"2,9631","46,35"
1427,2016-08-29,125.66,"2,9507","46,98"
1428,2016-08-28,125.488,,
1429,2016-08-26,125.54899999999999,"2,9538","47,64"
1430,2016-08-25,124.74600000000001,"2,9344","47,33"
1431,2016-08-24,125.85799999999999,"2,9517","46,77"
1432,2016-08-23,126.899,"2,9510","48,10"
1433,2016-08-22,126.527,"2,9419","47,05"
1434,2016-08-21,126.18799999999999,,
1435,2016-08-19,126.334,"2,9293","48,52"
1436,2016-08-18,127.11,"2,9273","48,22"
1437,2016-08-17,126.93700000000001,"2,9222","46,79"
1438,2016-08-16,126.95299999999999,"2,9295","46,58"
1439,2016-08-15,126.891,"2,9407","45,74"
1440,2016-08-14,127.446,,
1441,2016-12-08,127.103,"2,9594","44,49"
1442,2016-11-08,127.458,"2,9573","43,49"
1443,2016-10-08,128.135,"2,9576","41,71"
1444,2016-09-08,128.102,"2,9682","42,77"
1445,2016-08-08,128.065,"2,9845","43,02"
1446,2016-07-08,128.481,,
1447,2016-05-08,128.909,"2,9987","41,80"
1448,2016-04-08,131.717,"3,0111","41,93"
1449,2016-03-08,131.421,"3,0139","40,83"
1450,2016-02-08,131.213,"2,9915","39,51"
1451,2016-01-08,130.06,"2,9904","40,06"
1452,2016-07-31,129.57,,
1453,2016-07-29,129.808,"2,9883","41,60"
1454,2016-07-28,129.418,"3,0126","41,14"
1455,2016-07-27,129.906,"3,0187","41,92"
1456,2016-07-26,128.986,"3,0453","42,92"
1457,2016-07-25,128.504,"3,0369","43,13"
1458,2016-07-24,130.115,,
1459,2016-07-22,130.486,"3,0650","44,19"
1460,2016-07-21,131.412,"3,0706","44,75"
1461,2016-07-20,130.361,"3,0899","44,94"
1462,2016-07-19,130.52200000000002,"3,0450","44,65"
1463,2016-07-18,127.38600000000001,"2,9777","45,24"
1464,2016-07-17,127.148,,
1465,2016-07-15,129.907,"3,0198","45,95"
1466,2016-07-14,123.861,"2,8782","45,68"
1467,2016-07-13,125.469,"2,8998","44,75"
1468,2016-12-07,123.883,"2,8870","46,80"
1469,2016-11-07,126.48100000000001,"2,9045","44,76"
1470,2016-10-07,127.531,,
1471,2016-08-07,127.12,"2,8913","45,41"
1472,2016-07-07,128.535,"2,9367","45,14"
1473,2016-06-07,129.107,"2,9371","47,43"
1474,2016-05-07,128.27200000000002,"2,9293","46,60"
1475,2016-04-07,126.132,"2,9066","48,65"
1476,2016-03-07,125.338,,"49,01"
1477,2016-01-07,125.264,"2,9019","48,99"
1478,2016-06-30,122.499,"2,8777","48,33"
1479,2016-06-29,122.306,"2,8892","49,88"
1480,2016-06-28,122.814,"2,9043","47,85"
1481,2016-06-27,125.101,"2,9410","46,33"
1482,2016-06-26,126.11200000000001,,
1483,2016-06-24,123.854,"2,9292","47,64"
1484,2016-06-23,116.92399999999999,"2,8548","50,11"
1485,2016-06-22,117.32799999999999,"2,8936","49,13"
1486,2016-06-21,118.84299999999999,"2,9097","48,85"
1487,2016-06-20,120.20700000000001,"2,9062","49,37"
1488,2016-06-19,120.787,,
1489,2016-06-17,122.18,"2,9271","47,98"
1490,2016-06-16,120.76799999999999,"2,9310","46,21"
1491,2016-06-15,121.59100000000001,"2,9250","48,01"
1492,2016-06-14,121.25,"2,9350","48,49"
1493,2016-06-13,120.522,"2,9196","48,88"
1494,2016-12-06,120.412,,
1495,2016-10-06,120.04700000000001,"2,9291","49,07"
1496,2016-09-06,117.829,"2,8919","50,56"
1497,2016-08-06,117.60600000000001,"2,8931","51,23"
1498,2016-07-06,115.884,"2,8971","50,36"
1499,2016-06-06,116.329,"2,9039","49,69"
1500,2016-05-06,116.727,,
1501,2016-03-06,116.212,"2,9028","48,62"
1502,2016-02-06,114.553,"2,9488","49,17"
1503,2016-01-06,114.834,"2,9419","49,01"
1504,2016-05-31,115.35799999999999,"2,9494","49,10"
1505,2016-05-30,114.95200000000001,"2,9560","49,51"
1506,2016-05-29,114.999,,"49,58"
1507,2016-05-27,115.48299999999999,"2,9575","49,33"
1508,2016-05-26,115.456,"2,9345","49,48"
1509,2016-05-25,115.764,"2,9368","49,56"
1510,2016-05-24,116.177,"2,9445","48,62"
1511,2016-05-23,120.353,"2,9952","48,08"
1512,2016-05-22,119.863,,
1513,2016-05-20,119.79,"2,9762","47,75"
1514,2016-05-19,120.79799999999999,"2,9870","48,16"
1515,2016-05-18,121.14299999999999,"2,9902","48,19"
1516,2016-05-17,122.111,"2,9637","48,31"
1517,2016-05-16,122.007,"2,9767","47,72"
1518,2016-05-15,121.772,,
1519,2016-05-13,121.615,"2,9702","46,21"
1520,2016-12-05,120.66799999999999,"2,9623","46,70"
1521,2016-11-05,121.337,"2,9527","46,23"
1522,2016-10-05,119.98100000000001,"2,9516","44,66"
1523,2016-09-05,119.51299999999999,"2,9449","43,44"
1524,2016-08-05,120.949,,
1525,2016-06-05,121.279,"2,9273","44,66"
1526,2016-05-05,120.287,"2,9242","44,32"
1527,2016-04-05,121.904,"2,9625","43,78"
1528,2016-03-05,117.758,"2,8491","43,65"
1529,2016-02-05,116.318,"2,8049","44,78"
1530,2016-01-05,116.35600000000001,,
1531,2016-04-29,116.294,"2,7955","45,92"
1532,2016-04-28,114.48200000000001,"2,8129","46,03"
1533,2016-04-27,112.935,"2,8189","45,33"
1534,2016-04-26,112.764,"2,8208","44,04"
1535,2016-04-25,113.238,"2,8440","42,64"
1536,2016-04-24,112.945,,
1537,2016-04-22,112.88,"2,8489","43,73"
1538,2016-04-21,113.791,"2,8331","43,18"
1539,2016-04-20,112.618,"2,8140","42,63"
1540,2016-04-19,113.76899999999999,"2,8312","41,08"
1541,2016-04-18,112.279,"2,8398","39,78"
1542,2016-04-17,113.564,,
1543,2016-04-15,113.251,"2,8545","40,36"
1544,2016-04-14,112.693,"2,8499","41,50"
1545,2016-04-13,113.55,"2,8467","41,76"
1546,2016-12-04,114.32700000000001,"2,8354","42,17"
1547,2016-11-04,114.40899999999999,"2,8331","40,36"
1548,2016-10-04,114.09100000000001,,
1549,2016-08-04,113.584,"2,8491","39,72"
1550,2016-07-04,114.09100000000001,"2,8618","37,26"
1551,2016-06-04,111.945,"2,8406","37,75"
1552,2016-05-04,112.07600000000001,"2,8324","35,89"
1553,2016-04-04,109.869,"2,8128","35,70"
1554,2016-03-04,110.833,,
1555,2016-01-04,111.008,"2,8221","36,79"
1556,2016-03-31,111.57600000000001,"2,8170","38,34"
1557,2016-03-30,111.846,"2,8359","38,32"
1558,2016-03-29,113.21799999999999,"2,8377","38,28"
1559,2016-03-28,112.771,"2,8688","39,39"
1560,2016-03-27,112.262,,
1561,2016-03-24,112.412,"2,8724","39,46"
1562,2016-03-23,113.084,"2,8775","39,79"
1563,2016-03-22,115.12299999999999,"2,8667","41,45"
1564,2016-03-21,114.50200000000001,"2,8585","39,91"
1565,2016-03-20,115.708,,
1566,2016-03-18,115.726,"2,8676","39,44"
1567,2016-03-17,115.17299999999999,"2,8417","40,20"
1568,2016-03-16,116.20100000000001,"2,8684","38,46"
1569,2016-03-15,114.885,"2,8986","36,34"
1570,2016-03-14,114.14,"2,8704","37,18"
1571,2016-03-13,115.723,,
1572,2016-11-03,115.396,"2,8670","38,50"
1573,2016-10-03,118.223,"2,8915","37,84"
1574,2016-09-03,116.632,"2,8907","38,29"
1575,2016-08-03,118.314,"2,9144","36,50"
1576,2016-07-03,118.927,"2,9160","37,90"
1577,2016-06-03,118.075,,
1578,2016-04-03,117.639,"2,9082","35,92"
1579,2016-03-03,117.934,"2,9088","34,57"
1580,2016-02-03,116.725,"2,9253","34,66"
1581,2016-01-03,116.34,"2,9361","34,40"
1582,2016-02-29,118.20100000000001,"2,9654","33,75"
1583,2016-02-28,117.417,,
1584,2016-02-26,117.661,"2,9925","32,78"
1585,2016-02-25,116.171,"2,9280","33,07"
1586,2016-02-24,115.59,"2,9363","32,15"
1587,2016-02-23,116.43700000000001,"2,9437","31,87"
1588,2016-02-22,114.13600000000001,"2,9367","31,48"
1589,2016-02-21,116.338,,
1590,2016-02-19,116.492,"2,9516","29,64"
1591,2016-02-18,117.46,"2,9705","30,77"
1592,2016-02-17,114.74799999999999,"2,9561","30,66"
1593,2016-02-16,115.15799999999999,"2,9774","29,04"
1594,2016-02-15,114.54,"2,9461","30,60"
1595,2016-02-14,116.443,,"29,08"
1596,2016-12-02,116.54299999999999,"2,9295","29,44"
1597,2016-11-02,117.01700000000001,"2,9310","26,21"
1598,2016-10-02,112.57700000000001,"2,9218","27,45"
1599,2016-09-02,112.43299999999999,"2,9407","27,94"
1600,2016-08-02,112.848,"2,9473","29,69"
1601,2016-07-02,109.315,,
1602,2016-05-02,110.042,"2,9233","30,89"
1603,2016-04-02,108.262,"2,9118","31,72"
1604,2016-03-02,107.041,"2,9164","32,28"
1605,2016-02-02,107.09200000000001,"2,9519","29,88"
1606,2016-01-02,106.935,"2,9456","31,62"
1607,2016-01-31,106.23299999999999,,
1608,2016-01-29,106.182,"2,9553","33,62"
1609,2016-01-28,106.45200000000001,"2,9693","33,22"
1610,2016-01-27,108.574,"3,0014","32,30"
1611,2016-01-26,108.289,"3,0088","31,45"
1612,2016-01-25,107.73,"3,0214","30,34"
1613,2016-01-24,106.09,,
1614,2016-01-22,105.915,"3,0038","32,19"
1615,2016-01-21,106.81299999999999,"3,0126","29,53"
1616,2016-01-20,107.529,"3,0422","26,55"
1617,2016-01-19,106.26899999999999,"3,0401","28,46"
1618,2016-01-18,106.289,"3,0365","30,02"
1619,2016-01-17,106.897,,"29,75"
1620,2016-01-15,106.721,"3,0484","29,42"
1621,2016-01-14,104.794,"3,0235","31,20"
1622,2016-01-13,106.63799999999999,"3,0285","30,48"
1623,2016-12-01,105.999,"3,0332","30,44"
1624,2016-11-01,107.027,"3,0377","31,41"
1625,2016-10-01,108.073,,
1626,2016-08-01,107.265,"3,0214","33,16"
1627,2016-07-01,107.053,"2,9993","33,27"
1628,2016-06-01,105.51899999999999,"3,0024","33,97"
1629,2016-05-01,103.50399999999999,"2,9852","35,97"
1630,2016-04-01,102.323,"2,9642","36,76"
1631,2016-03-01,99.844,,
1632,2015-12-31,99.428,"2,9177","37,04"
1633,2015-12-30,99.774,"2,9185","36,60"
1634,2015-12-29,99.94,"2,9063","37,87"
1635,2015-12-28,99.823,"2,9062","36,81"
1636,2015-12-27,100.874,,
1637,2015-12-24,101.039,"2,9185","38,10"
1638,2015-12-23,100.64,"2,9169","37,50"
1639,2015-12-22,101.179,"2,9307","36,14"
1640,2015-12-21,100.897,"2,9145","34,74"
1641,2015-12-20,99.728,,
1642,2015-12-18,99.663,"2,9088","34,73"
1643,2015-12-17,99.11200000000001,"2,9292","34,95"
1644,2015-12-16,101.001,"2,9352","35,52"
1645,2015-12-15,101.149,"2,9640","37,35"
1646,2015-12-14,101.921,"2,9796","36,31"
1647,2015-12-13,102.368,,
1648,2015-11-12,103.07,"2,9817","35,62"
1649,2015-10-12,100.833,"2,9235","36,76"
1650,2015-09-12,100.436,"2,9165","37,16"
1651,2015-08-12,100.711,"2,9100","37,51"
1652,2015-07-12,100.301,"2,9135","37,65"
1653,2015-06-12,100.71,,
1654,2015-04-12,101.09,"2,8950","39,97"
1655,2015-03-12,98.573,"2,8846","41,08"
1656,2015-02-12,97.9,"2,8893","39,94"
1657,2015-01-12,99.416,"2,8907","41,85"
1658,2015-11-30,99.64200000000001,"2,9131","41,65"
1659,2015-11-29,99.515,,
1660,2015-11-27,99.555,"2,9245","41,71"
1661,2015-11-26,100.956,"2,9211","42,59"
1662,2015-11-25,99.411,"2,8884","43,04"
1663,2015-11-24,99.44200000000001,"2,8773","42,87"
1664,2015-11-23,98.054,"2,8507","41,75"
1665,2015-11-22,97.943,,
1666,2015-11-20,98.035,"2,8317","40,39"
1667,2015-11-19,98.948,"2,8427","40,54"
1668,2015-11-18,98.594,"2,8619","40,75"
1669,2015-11-17,98.66799999999999,"2,8691","40,67"
1670,2015-11-16,100.484,"2,8834","41,74"
1671,2015-11-15,100.786,,
1672,2015-11-13,99.81,"2,8637","40,74"
1673,2015-12-11,99.845,"2,8651","41,75"
1674,2015-11-11,100.43799999999999,"2,8748","42,93"
1675,2015-10-11,102.167,"2,9158","44,21"
1676,2015-09-11,102.624,"2,9207","43,87"
1677,2015-08-11,102.459,,
1678,2015-06-11,102.069,"2,9153","44,29"
1679,2015-05-11,101.755,"2,8607","45,20"
1680,2015-04-11,102.205,"2,8631","46,32"
1681,2015-03-11,101.89200000000001,"2,8290","47,90"
1682,2015-02-11,102.93299999999999,"2,8239","46,14"
1683,2015-01-11,104.443,,
1684,2015-10-30,107.04799999999999,"2,9151","46,59"
1685,2015-10-29,108.348,"2,9375","46,06"
1686,2015-10-28,108.819,"2,9247","45,94"
1687,2015-10-27,108.969,"2,9041","43,20"
1688,2015-10-26,108.15100000000001,"2,8900","43,98"
1689,2015-10-23,108.87100000000001,"2,9078","44,60"
1690,2015-10-22,107.68700000000001,"2,8726","45,38"
1691,2015-10-21,108.556,"2,8954","45,20"
1692,2015-10-20,109.805,"2,9003","45,55"
1693,2015-10-19,109.21799999999999,"2,9054","45,89"
1694,2015-10-18,109.667,,
1695,2015-10-16,109.505,"2,8917","47,26"
1696,2015-10-15,109.559,"2,8803","46,38"
1697,2015-10-14,110.992,"2,9137","46,64"
1698,2015-10-13,111.184,"2,9586","46,66"
1699,2015-12-10,109.412,"2,9264","47,10"
1700,2015-11-10,109.059,,
1701,2015-09-10,108.264,"2,9118","49,63"
1702,2015-08-10,106.14299999999999,"2,8935","49,43"
1703,2015-07-10,108.259,"2,9402","47,81"
1704,2015-06-10,109.055,"2,9583","48,53"
1705,2015-05-10,108.929,"2,9837","46,26"
1706,2015-04-10,109.586,,
1707,2015-02-10,109.476,"2,9906","45,54"
1708,2015-01-10,108.40799999999999,"3,0267","44,74"
1709,2015-09-30,108.484,"3,0257","45,09"
1710,2015-09-29,110.022,"3,0368","45,23"
1711,2015-09-28,111.285,"3,0579","44,43"
1712,2015-09-27,112.427,,
1713,2015-09-25,112.256,"3,0467","45,70"
1714,2015-09-24,112.72399999999999,"3,0403","44,91"
1715,2015-09-23,110.662,"3,0385","44,48"
1716,2015-09-22,109.448,"3,0260","45,83"
1717,2015-09-21,109.396,"3,0062","46,68"
1718,2015-09-20,109.94,,
1719,2015-09-18,110.04899999999999,"3,0050","44,68"
1720,2015-09-17,109.39,"3,0124","46,90"
1721,2015-09-16,108.00299999999999,"2,9984","47,15"
1722,2015-09-15,107.715,"3,0300","44,59"
1723,2015-09-14,109.07700000000001,"3,0578","44,00"
1724,2015-09-13,108.072,,
1725,2015-11-09,108.491,"3,0465","44,63"
1726,2015-10-09,107.93,"3,0228","45,92"
1727,2015-09-09,108.556,"3,0360","44,15"
1728,2015-08-09,108.72399999999999,"3,0111","45,94"
1729,2015-07-09,109.251,"3,0301","44,70"
1730,2015-06-09,109.509,,"45,72"
1731,2015-04-09,108.48700000000001,"3,0074","46,05"
1732,2015-03-09,107.586,"2,9707","46,75"
1733,2015-02-09,107.21,"2,9414","46,25"
1734,2015-01-09,107.428,"2,9302","45,41"
1735,2015-08-31,106.44,"2,9148","49,20"
1736,2015-08-30,106.294,,
1737,2015-08-28,106.556,"2,9238","45,22"
1738,2015-08-27,105.465,"2,9099","42,56"
1739,2015-08-26,105.891,"2,9318","38,60"
1740,2015-08-25,108.45700000000001,"2,9402","39,31"
1741,2015-08-24,109.37,"2,9421","38,24"
1742,2015-08-23,110.49600000000001,,
1743,2015-08-21,108.86200000000001,"2,9187","40,45"
1744,2015-08-20,108.45200000000001,"2,9160","41,14"
1745,2015-08-19,106.71,"2,9255","40,80"
1746,2015-08-18,104.031,"2,8946","42,62"
1747,2015-08-17,103.016,"2,8683","41,87"
1748,2015-08-16,101.571,,
1749,2015-08-14,101.641,"2,8340","42,50"
1750,2015-08-13,101.197,"2,8200","42,23"
1751,2015-12-08,100.397,"2,7776","43,30"
1752,2015-11-08,99.083,"2,7797","43,08"
1753,2015-10-08,98.417,"2,7794","44,96"
1754,2015-09-08,97.654,,
1755,2015-07-08,97.75399999999999,"2,7802","43,87"
1756,2015-06-08,97.249,"2,7757","44,66"
1757,2015-05-08,97.21799999999999,"2,7868","45,15"
1758,2015-04-08,97.087,"2,7826","45,74"
1759,2015-03-08,96.875,"2,7812","45,17"
1760,2015-02-08,97.305,,
1761,2015-07-31,97.604,"2,7710","47,12"
1762,2015-07-30,97.555,"2,7826","48,52"
1763,2015-07-29,97.634,"2,7650","48,79"
1764,2015-07-28,97.226,"2,7600","47,98"
1765,2015-07-27,97.39,"2,7713","47,39"
1766,2015-07-26,96.93700000000001,,
1767,2015-07-24,96.726,"2,7377","48,14"
1768,2015-07-23,95.93799999999999,"2,7344","48,45"
1769,2015-07-22,95.302,"2,7067","49,19"
1770,2015-07-21,94.913,"2,6844","50,36"
1771,2015-07-20,95.26100000000001,"2,6983","50,15"
1772,2015-07-19,96.75299999999999,,
1773,2015-07-17,96.725,"2,6526","50,89"
1774,2015-07-16,97.825,"2,6565","50,91"
1775,2015-07-15,97.738,"2,6464","51,41"
1776,2015-07-14,97.863,"2,6317","53,04"
1777,2015-07-13,98.47399999999999,"2,6456","52,20"
1778,2015-12-07,99.854,,
1779,2015-10-07,99.723,"2,6667","52,74"
1780,2015-09-07,99.63799999999999,"2,6788","52,78"
1781,2015-08-07,99.91799999999999,"2,6882","51,65"
1782,2015-07-07,99.762,"2,6854","52,33"
1783,2015-06-07,100.809,"2,6781","52,53"
1784,2015-05-07,102.459,,
1785,2015-03-07,101.20200000000001,"2,6885","55,52"
1786,2015-02-07,100.681,"2,6843","56,93"
1787,2015-01-07,101.146,"2,6917","56,96"
1788,2015-06-30,101.13600000000001,"2,6816","59,47"
1789,2015-06-29,102.59200000000001,"2,7028","58,33"
1790,2015-06-28,102.99,,
1791,2015-06-26,100.73100000000001,"2,6649","59,63"
1792,2015-06-25,100.257,"2,6550","59,70"
1793,2015-06-24,101.234,"2,6776","60,27"
1794,2015-06-23,101.47,"2,6789","61,01"
1795,2015-06-22,101.723,"2,6656","59,68"
1796,2015-06-21,103.89399999999999,,
1797,2015-06-19,103.985,"2,6951","59,61"
1798,2015-06-18,104.823,"2,7123","60,45"
1799,2015-06-17,103.337,"2,7061","59,92"
1800,2015-06-16,103.92299999999999,"2,7345","59,97"
1801,2015-06-15,104.34100000000001,"2,7358","59,52"
1802,2015-06-14,103.462,,
1803,2015-12-06,103.081,"2,7128","59,96"
1804,2015-11-06,102.728,"2,7022","60,77"
1805,2015-10-06,104.29700000000001,"2,7345","61,43"
1806,2015-09-06,104.18799999999999,"2,7521","60,14"
1807,2015-08-06,103.815,"2,7515","58,14"
1808,2015-07-06,103.759,,
1809,2015-05-06,100.26899999999999,"2,6621","59,13"
1810,2015-04-06,101.118,"2,6677","58,00"
1811,2015-03-06,102.391,"2,6856","59,64"
1812,2015-02-06,102.595,"2,6743","61,26"
1813,2015-01-06,102.566,"2,6829","60,20"
1814,2015-05-31,101.944,,
1815,2015-05-29,101.95299999999999,"2,6630","60,30"
1816,2015-05-28,101.55799999999999,"2,6543","57,68"
1817,2015-05-27,100.89299999999999,"2,6421","57,51"
1818,2015-05-26,100.851,"2,6417","58,03"
1819,2015-05-25,101.53399999999999,"2,6155","59,85"
1820,2015-05-24,100.70700000000001,,"59,92"
1821,2015-05-22,100.803,"2,5991","59,72"
1822,2015-05-21,100.50399999999999,"2,5889","60,72"
1823,2015-05-20,100.359,"2,5776","58,98"
1824,2015-05-19,100.94200000000001,"2,5935","57,26"
1825,2015-05-18,101.665,"2,5806","59,43"
1826,2015-05-17,101.417,,
1827,2015-05-15,101.428,"2,5759","59,69"
1828,2015-05-14,101.79299999999999,"2,5909","59,88"
1829,2015-05-13,102.666,"2,6307","60,50"
1830,2015-12-05,102.04700000000001,"2,6635","60,75"
1831,2015-11-05,102.51299999999999,"2,6938","59,25"
1832,2015-10-05,102.999,,
1833,2015-08-05,102.88,"2,6953","59,39"
1834,2015-07-05,102.396,"2,6852","58,94"
1835,2015-06-05,103.14,"2,6928","60,93"
1836,2015-05-05,104.04,"2,7045","60,40"
1837,2015-04-05,103.728,"2,7130","58,93"
1838,2015-03-05,102.794,,
1839,2015-01-05,102.571,"2,7079","59,15"
1840,2015-04-30,101.891,"2,6723","59,63"
1841,2015-04-29,103.024,"2,6605","58,58"
1842,2015-04-28,103.568,"2,6584","57,06"
1843,2015-04-27,103.344,"2,6744","56,99"
1844,2015-04-26,103.223,,
1845,2015-04-24,103.771,"2,7144","57,15"
1846,2015-04-23,103.771,"2,7015","57,74"
1847,2015-04-22,103.771,"2,7123","56,16"
1848,2015-04-21,103.771,"2,6858","55,26"
1849,2015-04-20,103.71799999999999,"2,6993","56,38"
1850,2015-04-19,104.01899999999999,,
1851,2015-04-17,103.735,"2,6782","55,74"
1852,2015-04-16,103.411,"2,6786","56,71"
1853,2015-04-15,104.52,"2,6989","56,39"
1854,2015-04-14,103.17399999999999,"2,6883","53,29"
